1.0,122.0,5.0
1.0,185.0,5.0
1.0,231.0,5.0
1.0,292.0,5.0
1.0,316.0,5.0
1.0,329.0,5.0
1.0,355.0,5.0
1.0,356.0,5.0
1.0,362.0,5.0
1.0,364.0,5.0
1.0,370.0,5.0
1.0,377.0,5.0
1.0,420.0,5.0
1.0,466.0,5.0
1.0,480.0,5.0
1.0,520.0,5.0
1.0,539.0,5.0
1.0,586.0,5.0
1.0,588.0,5.0
1.0,589.0,5.0
1.0,594.0,5.0
1.0,616.0,5.0
2.0,110.0,5.0
2.0,151.0,3.0
2.0,260.0,5.0
2.0,376.0,3.0
2.0,539.0,3.0
2.0,590.0,5.0
2.0,648.0,2.0
2.0,719.0,3.0
2.0,733.0,3.0
2.0,736.0,3.0
2.0,780.0,3.0
2.0,786.0,3.0
2.0,802.0,2.0
2.0,858.0,2.0
2.0,1049.0,3.0
2.0,1073.0,3.0
2.0,1210.0,4.0
2.0,1356.0,3.0
2.0,1391.0,3.0
2.0,1544.0,3.0
3.0,110.0,4.5
3.0,151.0,4.5
3.0,213.0,5.0
3.0,590.0,3.5
3.0,1148.0,4.0
3.0,1246.0,4.0
3.0,1252.0,4.0
3.0,1276.0,3.5
3.0,1288.0,3.0
3.0,1408.0,3.5
3.0,1552.0,2.0
3.0,1564.0,4.5
3.0,1597.0,4.5
3.0,1674.0,4.5
3.0,3408.0,4.0
3.0,3684.0,4.5
3.0,4535.0,4.0
3.0,4677.0,4.0
3.0,4995.0,4.5
3.0,5299.0,3.0
3.0,5505.0,2.0
3.0,5527.0,4.5
3.0,5952.0,3.5
3.0,6287.0,3.0
3.0,6377.0,4.0
3.0,6539.0,5.0
3.0,7153.0,4.0
3.0,7155.0,3.5
3.0,8529.0,4.0
3.0,8533.0,4.5
3.0,8783.0,5.0
3.0,27821.0,4.5
3.0,33750.0,3.5
4.0,21.0,3.0
4.0,34.0,5.0
4.0,39.0,3.0
4.0,110.0,5.0
4.0,150.0,5.0
4.0,153.0,5.0
4.0,161.0,5.0
4.0,165.0,5.0
4.0,208.0,3.0
4.0,231.0,1.0
4.0,253.0,3.0
4.0,266.0,5.0
4.0,292.0,3.0
4.0,316.0,5.0
4.0,317.0,5.0
4.0,329.0,5.0
4.0,344.0,2.0
4.0,349.0,3.0
4.0,364.0,5.0
4.0,367.0,3.0
4.0,377.0,3.0
4.0,380.0,3.0
4.0,410.0,5.0
4.0,420.0,3.0
4.0,432.0,3.0
4.0,434.0,3.0
4.0,435.0,3.0
4.0,440.0,3.0
4.0,480.0,5.0
4.0,500.0,5.0
4.0,586.0,5.0
4.0,587.0,5.0
4.0,588.0,5.0
4.0,589.0,5.0
4.0,590.0,5.0
4.0,592.0,5.0
4.0,595.0,5.0
4.0,597.0,3.0
5.0,1.0,1.0
5.0,7.0,3.0
5.0,25.0,3.0
5.0,28.0,3.0
5.0,30.0,5.0
5.0,32.0,5.0
5.0,47.0,5.0
5.0,52.0,4.0
5.0,57.0,3.0
5.0,58.0,3.0
5.0,85.0,3.0
5.0,111.0,4.0
5.0,141.0,3.0
5.0,171.0,3.0
5.0,194.0,3.0
5.0,230.0,4.0
5.0,232.0,3.0
5.0,235.0,4.0
5.0,242.0,3.0
5.0,249.0,4.0
5.0,253.0,3.0
5.0,299.0,3.0
5.0,306.0,3.0
5.0,307.0,4.0
5.0,308.0,3.0
5.0,321.0,3.0
5.0,326.0,5.0
5.0,334.0,5.0
5.0,345.0,3.0
5.0,348.0,4.0
5.0,412.0,5.0
5.0,446.0,5.0
5.0,475.0,3.0
5.0,477.0,3.0
5.0,495.0,5.0
5.0,508.0,3.0
5.0,509.0,4.0
5.0,515.0,3.0
5.0,527.0,5.0
5.0,532.0,5.0
5.0,535.0,3.0
5.0,538.0,5.0
5.0,541.0,5.0
5.0,562.0,5.0
5.0,592.0,3.0
5.0,593.0,4.0
5.0,608.0,5.0
5.0,648.0,3.0
5.0,708.0,1.0
5.0,736.0,1.0
5.0,778.0,4.0
5.0,780.0,1.0
5.0,818.0,3.0
5.0,858.0,4.0
5.0,903.0,4.0
5.0,912.0,4.0
5.0,919.0,5.0
5.0,920.0,5.0
5.0,923.0,5.0
5.0,926.0,5.0
5.0,969.0,4.0
5.0,1041.0,4.0
5.0,1046.0,5.0
5.0,1073.0,4.0
5.0,1080.0,4.0
5.0,1094.0,4.0
5.0,1096.0,5.0
5.0,1097.0,3.0
5.0,1103.0,4.0
5.0,1104.0,5.0
5.0,1172.0,4.0
5.0,1183.0,5.0
5.0,1199.0,5.0
5.0,1206.0,4.0
5.0,1207.0,4.0
5.0,1219.0,5.0
5.0,1221.0,4.0
5.0,1225.0,5.0
5.0,1230.0,5.0
5.0,1235.0,5.0
5.0,1244.0,4.0
5.0,1247.0,4.0
5.0,1258.0,4.0
5.0,1280.0,4.0
5.0,1295.0,5.0
5.0,1300.0,4.0
5.0,1391.0,1.0
6.0,32.0,5.0
6.0,260.0,5.0
6.0,349.0,4.0
6.0,457.0,5.0
6.0,858.0,5.0
6.0,1193.0,5.0
6.0,1196.0,5.0
6.0,1197.0,5.0
6.0,1198.0,4.0
6.0,1264.0,4.0
6.0,1277.0,5.0
6.0,1304.0,5.0
6.0,1396.0,4.0
6.0,1483.0,3.0
6.0,1527.0,4.0
6.0,1573.0,3.0
6.0,1580.0,4.0
6.0,1584.0,5.0
6.0,1629.0,4.0
6.0,1653.0,5.0
6.0,1748.0,4.0
6.0,2028.0,4.0
6.0,2396.0,5.0
6.0,2405.0,3.0
6.0,2571.0,5.0
6.0,2628.0,4.0
6.0,3555.0,3.0
6.0,3578.0,5.0
6.0,3623.0,3.0
6.0,3740.0,3.0
6.0,3753.0,4.0
6.0,3755.0,4.0
6.0,3863.0,3.0
6.0,3986.0,1.0
6.0,3994.0,5.0
6.0,3996.0,5.0
6.0,4053.0,2.0
6.0,4161.0,3.0
6.0,4270.0,1.0
6.0,4299.0,4.0
6.0,4369.0,2.0
6.0,4446.0,3.0
7.0,32.0,4.0
7.0,50.0,4.0
7.0,101.0,4.5
7.0,260.0,3.0
7.0,541.0,2.0
7.0,593.0,3.0
7.0,599.0,5.0
7.0,608.0,5.0
7.0,800.0,4.0
7.0,899.0,5.0
7.0,903.0,5.0
7.0,904.0,5.0
7.0,908.0,5.0
7.0,912.0,5.0
7.0,913.0,5.0
7.0,920.0,5.0
7.0,923.0,5.0
7.0,930.0,5.0
7.0,942.0,4.0
7.0,951.0,4.5
7.0,954.0,3.5
7.0,1086.0,4.0
7.0,1148.0,4.5
7.0,1196.0,4.0
7.0,1207.0,4.0
7.0,1210.0,3.0
7.0,1212.0,5.0
7.0,1219.0,5.0
7.0,1234.0,4.0
7.0,1240.0,3.0
7.0,1244.0,4.5
7.0,1245.0,4.5
7.0,1248.0,5.0
7.0,1252.0,5.0
7.0,1254.0,5.0
7.0,1256.0,4.5
7.0,1260.0,5.0
7.0,1266.0,4.0
7.0,1270.0,4.0
7.0,1276.0,4.5
7.0,1283.0,4.5
7.0,1284.0,5.0
7.0,1288.0,4.0
7.0,1304.0,4.0
7.0,1333.0,4.0
7.0,1344.0,4.0
7.0,1348.0,4.0
7.0,1387.0,5.0
7.0,1517.0,4.0
7.0,1590.0,3.0
7.0,1617.0,4.0
7.0,1732.0,4.0
7.0,1748.0,4.0
7.0,1805.0,3.0
7.0,1895.0,1.5
7.0,1917.0,1.0
7.0,2186.0,5.0
7.0,2203.0,4.0
7.0,2206.0,4.0
7.0,2335.0,2.0
7.0,2391.0,4.0
7.0,2395.0,5.0
7.0,2478.0,1.0
7.0,2527.0,3.0
